Nomer,IDKostumer,Nama,NilaiKredit,Provinsi,JenisKelamin,Umur,tenor,saldo,jumlahProduk,PunyaKartuKredit,NasabahAktif,PerkiraanPendapatan,TutupRekening
6199,15779627,GATOT SAKTIADI,573,Jawa Tengah,Laki-Laki,31,0,13464419000,1,1,1,7038149000,0
6200,15750755,RAMELAN,449,Jawa Barat,Laki-Laki,33,8,0,2,0,0,15679289000,0
6201,15569654,BATARA TANSATRISNA,850,Jawa Tengah,Laki-Laki,31,3,5129347000,1,0,0,3553468000,0
6202,15753079,ASMA FARIDA HANUM,612,DKI Jakarta,Perempuan,41,5,0,3,0,0,15125622000,0
6203,15684995,EMAN SUSAKA,690,Jawa Barat,Laki-Laki,49,8,11662273000,1,0,1,5101129000,0
6204,15790763,WATERMAN,599,Jawa Barat,Laki-Laki,49,2,0,2,1,0,11119053000,0
6205,15766458,DILL RAAJ,498,DKI Jakarta,Laki-Laki,33,1,19811386000,1,1,0,6966435000,0
6206,15616221,CHRISTINA DJUMINEM,497,DKI Jakarta,Perempuan,29,4,8564681000,1,0,0,6323302000,1
6207,15776124,DWI NURAHENIK,802,Jawa Barat,Perempuan,51,7,0,1,0,1,4085579000,0
6208,15665811,NUR ILMANSYAH,644,DKI Jakarta,Laki-Laki,33,9,14123498000,1,1,0,9567305000,0
6209,15729804,ANISA INDRAWATI RANIDA,714,DKI Jakarta,Perempuan,34,10,0,2,1,1,8023414000,0
6210,15714062,FIBRIANA INDRASWARI,690,DKI Jakarta,Perempuan,40,9,7764199000,1,0,0,18905159000,1
6211,15592197,KASIM BIN SURYADI,522,Jawa Barat,Laki-Laki,30,3,0,2,1,0,14549085000,0
6212,15793116,RICHARD TERPEDO SINAGA,502,Jawa Tengah,Laki-Laki,40,7,11730429000,1,0,0,19627832000,0
6213,15638231,DIDI TARMIDI,730,Jawa Barat,Laki-Laki,62,2,0,2,1,1,1628891000,0
6214,15697678,ATHYKA DWI INDRAWATI R,590,Jawa Tengah,Perempuan,36,6,9234069000,2,1,1,17466758000,0
6215,15800412,DARISA,458,Jawa Tengah,Laki-Laki,35,9,14678052000,2,1,1,347638000,0
6216,15597610,VERY GUNAWAN SITORUS,553,Jawa Barat,Laki-Laki,41,6,14497455000,1,1,1,1934492000,0
6217,15726634,JAMILAH,479,DKI Jakarta,Perempuan,47,1,0,1,1,0,9527083000,0
6218,15670866,HENG HAN HUA,693,DKI Jakarta,Laki-Laki,31,2,0,2,1,1,10775931000,0
6219,15667462,JUMADI,707,Jawa Barat,Laki-Laki,43,10,0,2,1,0,1183682000,0
6220,15662574,MAI RAFDI,636,Jawa Barat,Laki-Laki,37,1,11513726000,1,1,0,5248401000,0
6221,15716926,YULIANTI,807,DKI Jakarta,Perempuan,33,10,10195297000,2,1,0,17815365000,0
6222,15603554,HOMSATUN,513,DKI Jakarta,Perempuan,45,0,16464952000,3,1,0,4991552000,1
6223,15716800,WAGINAH,582,DKI Jakarta,Perempuan,31,2,0,2,1,1,3374703000,0
6224,15679429,NAOMI LEONITA,694,DKI Jakarta,Perempuan,32,0,9195649000,1,1,1,5996181000,0
6225,15616122,SUNOTO,777,DKI Jakarta,Laki-Laki,39,8,0,2,1,1,1861352000,0
6226,15742172,AYU PRATIWI,598,Jawa Tengah,Perempuan,32,9,1239386000,2,1,0,19889442000,0
6227,15792305,SETYOWATI,762,Jawa Tengah,Perempuan,46,6,12357177000,3,0,1,5701417000,1
6228,15636016,JUMIATI,588,DKI Jakarta,Perempuan,34,3,12077788000,1,1,1,13172952000,0
6229,15733138,HARYONO,663,Jawa Tengah,Laki-Laki,42,5,9024879000,1,1,1,7916973000,0
6230,15669741,DJOKO PURWIYANTO,777,DKI Jakarta,Laki-Laki,36,7,0,1,1,0,10647234000,0
6231,15616954,SOETARTO,592,DKI Jakarta,Laki-Laki,71,4,0,2,0,1,1701354000,0
6232,15729238,ASYATUN,631,Jawa Tengah,Perempuan,48,1,10639648000,1,1,1,15066142000,1
6233,15718242,MAYA,725,Jawa Tengah,Perempuan,47,1,10488743000,1,0,0,8662256000,1
6234,15682914,SUMARDANI,850,DKI Jakarta,Perempuan,34,2,7207971000,1,1,1,11576793000,0
6235,15654274,GOU TIO LUAN,540,DKI Jakarta,Perempuan,37,6,0,2,1,0,14199889000,0
6236,15691457,KARTONO,674,Jawa Barat,Laki-Laki,36,2,0,2,1,1,18278717000,0
6237,15719649,BARITA RAJA SIREGAR,553,DKI Jakarta,Laki-Laki,38,3,9984468000,1,0,0,1879157000,0
6238,15778897,PUJI ASTUTI SH,630,DKI Jakarta,Perempuan,28,1,0,2,1,1,13326778000,0
6239,15589437,SUKADI,466,DKI Jakarta,Laki-Laki,26,3,15681571000,1,1,1,13747609000,0
6240,15682369,AHMAD FAISAL RAMADHAN,613,DKI Jakarta,Laki-Laki,47,6,14603474000,1,1,1,7714614000,0
6241,15626507,WIDYANINGSIH,558,DKI Jakarta,Perempuan,27,1,15228339000,1,1,0,18327115000,0
6242,15571995,NY SOEWARNI,775,Jawa Tengah,Perempuan,33,1,1188971000,2,1,1,263624000,0
6243,15673333,SUKIMAN,698,Jawa Tengah,Laki-Laki,52,8,9678139000,1,1,1,15337371000,0
6244,15748752,HERDI RAMANTO,608,Jawa Tengah,Laki-Laki,33,1,10277267000,2,1,0,7070558000,0
6245,15725302,ERNA JELFRI ELINA SITANGGANG,670,Jawa Barat,Perempuan,20,4,0,2,1,0,11975924000,0
6246,15722083,SERI ANDRES,591,Jawa Barat,Perempuan,39,8,0,2,0,0,4239224000,0
6247,15771442,YUSUF SALEMPANG,633,DKI Jakarta,Laki-Laki,40,4,150578000,1,0,1,3467062000,1
6248,15803633,NY SUMIRAH,678,DKI Jakarta,Perempuan,46,1,0,2,0,0,8210619000,0
6249,15672185,ABUBAKAR MASANI,590,DKI Jakarta,Laki-Laki,47,3,0,2,1,0,1717745000,0
6250,15806486,RIYAN NUR RAFI,705,DKI Jakarta,Laki-Laki,48,0,0,2,0,0,14977261000,0
6251,15570895,YULIAWATI,608,DKI Jakarta,Perempuan,42,10,16354807000,1,1,0,3886685000,0
6252,15614520,WIYKE JUNIARENDINI,682,DKI Jakarta,Perempuan,37,8,14858012000,1,1,0,3517918000,0
6253,15687492,FILINA,596,Jawa Tengah,Perempuan,32,3,9670907000,2,0,0,4178837000,0
6254,15675337,GEMMA WALUYO SAKTI,395,Jawa Tengah,Laki-Laki,34,5,10601159000,1,1,1,1737657000,1
6255,15721047,GHIFARY RAZAQ,578,Jawa Tengah,Laki-Laki,37,1,13565088000,1,1,0,19942819000,0
6256,15589017,TITIN SURATINAH  SE,547,Jawa Tengah,Perempuan,55,4,11136276000,3,1,0,1692228000,1
6257,15611186,MAHFOED,609,DKI Jakarta,Laki-Laki,37,1,3934483000,1,1,1,17829189000,1
6258,15617301,MUHAMMAD RIZKI DWIVA,774,Jawa Tengah,Laki-Laki,36,9,13080977000,1,1,0,15229028000,0
6259,15726046,AGUS WAHYUDIN,712,DKI Jakarta,Laki-Laki,27,2,13300951000,1,1,0,12680915000,0
6260,15585748,SUPARDI,585,Jawa Tengah,Laki-Laki,28,9,13533749000,2,1,1,4038561000,0
6261,15672826,QOMARIYAH BASIROH,666,DKI Jakarta,Perempuan,32,10,11253657000,2,1,1,3435054000,0
6262,15595162,DIAN SUKMA EKAWATI,708,Jawa Barat,Perempuan,35,8,12257069000,1,0,0,19900588000,0
6263,15650026,YOSHUA CAESAR JUSTINUS,513,DKI Jakarta,Laki-Laki,44,1,6356202000,2,0,1,5262973000,1
6264,15745826,RENTA SIMATUPANG,445,DKI Jakarta,Perempuan,37,3,0,2,1,1,18001239000,0
6265,15708610,EKA SRIWAHYUNI,690,Jawa Tengah,Perempuan,44,9,10036863000,2,0,0,3534233000,0
6266,15624471,FELICIA THAIMIYAH PUTRI,850,DKI Jakarta,Perempuan,37,6,0,2,1,0,10929122000,0
6267,15590097,SUMARNI,537,Jawa Barat,Perempuan,33,7,136082000,1,1,0,6274654000,0
6268,15689328,MUHAMMAD RIZKI AZMI,705,Jawa Tengah,Laki-Laki,48,9,11416916000,1,0,0,1732732000,1
6269,15582154,ALFIN RAHMAT GIFARI,670,DKI Jakarta,Laki-Laki,45,5,4788492000,1,1,1,5434024000,0
6270,15734626,H NINI WARSINI,652,Jawa Barat,Perempuan,36,1,0,2,1,1,1930278000,0
6271,15702806,NY MOTTOR NAPITUPULU,696,Jawa Barat,Perempuan,24,9,0,1,0,0,1088352000,0
6272,15620756,EFFENDY PURBA,747,DKI Jakarta,Laki-Laki,49,6,20290464000,1,1,1,1729872000,1
6273,15611331,ENDANG MAESOROTI,511,DKI Jakarta,Perempuan,46,1,0,1,1,1,11577948000,1
6274,15576935,ROBERT HEINRICH SILAEN,743,Jawa Barat,Laki-Laki,43,2,16180718000,2,0,1,9322886000,1
6275,15661275,ERNAWATI,532,Jawa Tengah,Perempuan,52,3,11079197000,1,1,0,14870477000,1
6276,15814940,SITI LISWIYATI,642,Jawa Barat,Perempuan,33,9,0,2,1,1,15047514000,0
6277,15768471,DITA PUSPITA SARI,554,Jawa Tengah,Perempuan,54,6,108755000,1,1,0,4091432000,1
6278,15697391,WIYATNO,604,Jawa Barat,Laki-Laki,34,3,0,2,1,0,385877000,0
6279,15793346,HJ LAILA SUWARNI,602,DKI Jakarta,Perempuan,72,3,0,2,1,1,17126066000,0
6280,15608338,EDI PURWANTO,757,Jawa Barat,Laki-Laki,55,9,11729412000,4,1,0,9418747000,1
6281,15578546,JESIMIZA,491,Jawa Tengah,Perempuan,26,4,10225114000,1,1,1,14590089000,0
6282,15656921,WALIM BIN WASLAM,850,DKI Jakarta,Laki-Laki,31,4,0,2,0,0,15229828000,0
6283,15761340,RIA RESTU HATI,521,DKI Jakarta,Perempuan,22,5,0,2,1,1,9982845000,0
6284,15591135,SITI SUBARKAH,726,DKI Jakarta,Perempuan,37,2,13205792000,2,1,0,3474398000,0
6285,15623219,MUHARTANTO,596,DKI Jakarta,Laki-Laki,33,8,0,1,1,0,1211893000,1
6286,15655229,RAMSES FREDDY RAJAGUKGUK,850,Jawa Tengah,Laki-Laki,35,7,1142852000,1,0,1,12966059000,0
6287,15805884,LEMAN SETIAWAN,637,DKI Jakarta,Laki-Laki,41,9,0,2,1,0,14547736000,0
6288,15668289,MUHARDIKA SATRYA,690,Jawa Barat,Laki-Laki,32,2,7608798000,1,0,1,15182266000,0
6289,15568562,MASYROFAH,689,DKI Jakarta,Perempuan,40,8,16027227000,1,1,0,4965624000,0
6290,15773276,SUMARNI,633,Jawa Barat,Perempuan,63,4,1145526000,1,1,0,7385628000,1
6291,15622801,LINERYA SIPAYUNG,555,DKI Jakarta,Perempuan,27,8,10200017000,1,1,1,116757000,0
6292,15779886,RITA SUGIARTI,563,Jawa Barat,Perempuan,24,7,0,2,0,0,1631956000,0
6293,15713673,YOHAN,494,DKI Jakarta,Laki-Laki,33,1,137853000,1,0,1,9027385000,0
6294,15783083,ILMAN SITOMPUL,534,DKI Jakarta,Perempuan,27,9,0,2,1,0,16134413000,0
6295,15742824,YULI  ARISTI ANGGRAENI,696,Jawa Tengah,Perempuan,42,7,16231861000,1,1,0,12106189000,0
6296,15621550,KARTYCO MUHAMMAD KEMAL,535,Jawa Barat,Laki-Laki,50,1,14029258000,3,0,0,6953122000,1
6297,15799480,LIE SIAT FA,600,DKI Jakarta,Perempuan,34,0,0,2,0,1,375623000,0
6298,15625247,WASIS SRIYONO,807,DKI Jakarta,Laki-Laki,34,1,0,1,0,0,11444813000,0
6299,15755241,SUTOTO,714,DKI Jakarta,Laki-Laki,52,2,0,1,0,1,14404508000,1
6300,15575679,ANANDA SALINI MASITA ABSARI,590,DKI Jakarta,Perempuan,24,7,12643154000,1,1,0,5878111000,0
6301,15668235,WIWEKO SUTOPO,614,DKI Jakarta,Laki-Laki,41,3,12347504000,1,1,1,17922752000,0
6302,15683183,SUMARNI,766,Jawa Tengah,Perempuan,45,6,9765296000,1,1,0,12733233000,0
6303,15684592,YULIA TRI WINAKSA,557,Jawa Barat,Perempuan,42,4,0,2,0,1,8664238000,0
6304,15591169,YUNIARTI,788,Jawa Tengah,Perempuan,49,4,13745599000,1,1,0,18417829000,1
6305,15653455,SUHERMAN,648,DKI Jakarta,Laki-Laki,38,2,0,2,0,1,955149000,0
6306,15732563,ICHWAN ROMANSYAH,726,Jawa Tengah,Laki-Laki,33,7,9904631000,2,1,1,5605306000,0
6307,15656471,SITI MARYANI,773,DKI Jakarta,Perempuan,33,9,0,2,1,1,111831000,0
6308,15598510,ALEXANDER FRITZ YUSTUS,583,Jawa Tengah,Laki-Laki,27,4,10590742000,2,1,1,19573204000,0
6309,15766427,SA'ANAH,565,Jawa Tengah,Perempuan,52,5,9772035000,2,1,0,17507094000,1
6310,15785342,DIAN DELAROSE,705,DKI Jakarta,Perempuan,25,9,0,2,0,1,11233119000,0
6311,15641595,SUTINO,685,Jawa Barat,Laki-Laki,43,4,9739218000,2,1,0,4395683000,0
6312,15798429,FADLI,741,DKI Jakarta,Laki-Laki,29,8,0,2,1,1,11599452000,0
6313,15648136,ABD KHABIB,658,Jawa Tengah,Laki-Laki,28,9,15281258000,1,1,0,16668257000,0
6314,15812482,NUR IMALA,575,DKI Jakarta,Perempuan,27,3,13930168000,1,1,0,9984398000,0
6315,15790810,HATIBULLAH,844,DKI Jakarta,Laki-Laki,41,10,7631964000,1,1,1,14117518000,1
6316,15687421,ARNI HASWIDA SARI,559,Jawa Barat,Perempuan,67,9,12591935000,1,1,0,17591095000,1
6317,15765643,DEWI SUTIJAH,725,DKI Jakarta,Perempuan,37,6,12434838000,2,0,1,17698434000,0
6318,15654878,PANJI PUTRA DIANSA,450,DKI Jakarta,Laki-Laki,29,7,1171998000,1,1,1,4348063000,0
6319,15686835,SOPI APRISTIANI,738,Jawa Tengah,Perempuan,57,9,14838464000,1,0,0,15504711000,1
6320,15768340,M A H R U F,642,Jawa Tengah,Laki-Laki,19,3,11390548000,1,1,1,1761372000,0
6321,15673599,AFRIYADI,618,Jawa Barat,Laki-Laki,32,5,13347609000,1,0,1,1548434000,0
6322,15689096,ARY MULYONO,590,DKI Jakarta,Laki-Laki,47,0,11787932000,1,1,1,821446000,0
6323,15684294,AGUSTINUS TRIAWAN,735,DKI Jakarta,Laki-Laki,50,2,0,2,0,1,14707569000,0
6324,15615828,CHRISTIN BUTARBUTAR,550,DKI Jakarta,Perempuan,34,8,1223595000,1,0,0,11649555000,0
6325,15746012,TITIN SUTRISNA,729,Jawa Barat,Perempuan,28,0,0,2,1,1,3116506000,1
6326,15615797,OCTO WILLIAM DAVID DACHI,743,Jawa Tengah,Laki-Laki,59,5,10858535000,1,1,1,19212722000,1
6327,15788494,ZUARNEL,555,DKI Jakarta,Laki-Laki,31,8,14587574000,1,1,0,13749123000,0
6328,15793856,WIDAYAT JOYO,667,Jawa Barat,Laki-Laki,36,3,12154257000,2,1,1,18684171000,0
6329,15629545,SITI CHAIRUNISYAH,790,Jawa Barat,Perempuan,41,7,10950868000,1,0,0,8677638000,0
6330,15661198,INA MUKTAR,727,Jawa Tengah,Perempuan,34,2,14640711000,1,1,1,7207372000,0
6331,15715117,APRINAL ARIFIN,744,DKI Jakarta,Laki-Laki,39,6,0,1,0,0,1066258000,0
6332,15701074,DEITJE SANTJE UMBOH,629,Jawa Tengah,Perempuan,35,8,11233083000,1,1,1,9100102000,0
6333,15793046,EFYELLI,619,DKI Jakarta,Perempuan,35,4,9041312000,1,1,1,2055521000,0
6334,15623744,TRI SENO ATMOJO,634,DKI Jakarta,Laki-Laki,34,8,10530266000,1,1,1,12316497000,0
6335,15611329,ANISAH,608,Jawa Barat,Perempuan,35,6,0,2,1,1,14346328000,0
6336,15740428,FRISSA FRISSILIA,507,DKI Jakarta,Perempuan,35,1,0,2,0,0,9213154000,0
6337,15781534,FLORENCIA WENNY HARYATI,536,Jawa Tengah,Perempuan,35,4,12152036000,1,0,0,7717842000,0
6338,15618243,IMELDA MARIA SURYATI,730,Jawa Barat,Perempuan,43,1,10396038000,1,1,1,19365016000,0
6339,15784161,ALDO SYAHRONI PUTRA,583,Jawa Tengah,Laki-Laki,39,8,10294501000,1,0,0,5286189000,0
6340,15700325,AMBARWATI,644,DKI Jakarta,Perempuan,24,8,9276055000,1,1,0,3589675000,0
6341,15659064,THE TAUW MIAUW AL YULIANA,790,Jawa Barat,Perempuan,37,8,0,2,1,1,14941841000,0
6342,15658364,DANIEL ROBERT WAHYUDI,807,Jawa Tengah,Laki-Laki,40,1,13459021000,1,1,1,4625365000,0
6343,15704340,DIAH SUSILASTUTI,581,DKI Jakarta,Perempuan,37,10,10425503000,1,1,0,8660937000,0
6344,15793455,MAYANIS,627,Jawa Barat,Perempuan,55,6,0,1,0,0,9194394000,1
6345,15579777,SRI JUNIATI,850,DKI Jakarta,Perempuan,41,3,0,2,1,0,12889236000,0
6346,15632345,SUPRIHATIN,754,DKI Jakarta,Perempuan,35,4,0,2,1,0,4483071000,0
6347,15814468,DAHLIANA NAINGGOLAN,551,Jawa Tengah,Perempuan,50,1,12139998000,1,0,1,8450844000,1
6348,15754820,ADITYA RIZKI FIRMANSYAH,637,Jawa Tengah,Laki-Laki,35,8,14712781000,2,1,1,847607000,0
6349,15707505,RAUL MAHENDRA,699,Jawa Barat,Laki-Laki,31,8,12592751000,2,1,0,14766147000,0
6350,15699507,TEGUH WICAKSONO,542,DKI Jakarta,Laki-Laki,25,7,0,2,0,1,8239308000,0
6351,15799600,YONO FARYONO,640,Jawa Tengah,Laki-Laki,48,1,11159932000,1,0,1,13599558000,0
6352,15794472,MAULANA HARDI,553,DKI Jakarta,Laki-Laki,27,3,0,2,0,0,15980016000,0
6353,15646632,FARIANI PUSPITASARI,741,DKI Jakarta,Perempuan,38,9,0,2,1,0,1437901000,0
6354,15676353,EVI FITRININGSIH,598,DKI Jakarta,Perempuan,35,8,1142126000,1,1,1,7432285000,0
6355,15566312,GISI SEPTA MUTIARANINGCAS,660,Jawa Barat,Perempuan,42,5,0,3,1,1,18901624000,1
6356,15570414,SUTARNO BUGEL,618,Jawa Barat,Laki-Laki,41,4,11525164000,1,0,0,13643575000,0
6357,15776743,WISNI WIJATI,647,DKI Jakarta,Perempuan,43,9,0,2,1,1,7848839000,0
6358,15674637,GR HASIBUAN,491,DKI Jakarta,Laki-Laki,68,3,10757161000,1,0,1,11369599000,0
6359,15730418,CHAIRUL FAHRUDIN,652,DKI Jakarta,Laki-Laki,32,2,0,2,1,0,5462811000,0
6360,15739972,MALIK IBROHIM,650,Jawa Tengah,Laki-Laki,45,9,15236721000,3,1,0,15083521000,1
6361,15661591,ULFA FAUZIAH,413,Jawa Tengah,Perempuan,39,1,13096977000,2,1,1,15889179000,0
6362,15675585,YULI WIDIASTUTY,416,Jawa Tengah,Perempuan,25,0,9773897000,2,1,1,16052333000,0
6363,15814750,GATUL MIDIKARTO,629,Jawa Barat,Laki-Laki,34,8,0,2,1,1,18059502000,0
6364,15593454,SOFYAN NAJMUDIN,678,Jawa Barat,Laki-Laki,40,4,11379422000,1,1,0,1661876000,0
6365,15663421,WARTINI,527,Jawa Barat,Perempuan,28,6,12839633000,2,1,0,7991997000,0
6366,15576196,TATI NURMALASARI S PD,743,Jawa Barat,Perempuan,48,5,11820769000,2,0,0,18648914000,1
6367,15677324,MAISAROH,683,Jawa Tengah,Perempuan,73,9,12473026000,1,1,1,519995000,0
6368,15568742,TRI SUBEKTI BUDIARTI,536,DKI Jakarta,Perempuan,41,9,0,1,1,0,12129914000,0
6369,15693764,MUHAMMAD ILHAM,663,Jawa Barat,Laki-Laki,52,0,13629865000,1,1,0,1445933000,1
6370,15714260,ALIYAH,646,DKI Jakarta,Perempuan,38,2,0,2,0,0,17875273000,0
6371,15798200,SELASIH TRI WULANDARI,707,DKI Jakarta,Perempuan,35,2,0,3,1,1,941483000,0
6372,15656627,SOECIPTO,602,DKI Jakarta,Laki-Laki,34,5,0,2,1,1,7741445000,0
6373,15791111,ZEIN GUNAWAN,635,DKI Jakarta,Laki-Laki,47,2,12572495000,2,1,0,6323697000,0
6374,15638269,SUGIMAN,597,DKI Jakarta,Laki-Laki,67,2,0,2,0,1,10864585000,0
6375,15807473,TATI HARTATI,503,DKI Jakarta,Perempuan,38,1,0,2,1,1,9515324000,0
6376,15708534,TISNA WIJAYA,524,Jawa Barat,Laki-Laki,64,5,0,1,1,0,13607964000,1
6377,15640686,BAMBANG GUNAWAN,700,DKI Jakarta,Laki-Laki,46,5,9587286000,1,1,0,9827301000,1
6378,15588904,RIKA ISMALIA,692,DKI Jakarta,Perempuan,33,9,0,1,1,0,11350593000,1
6379,15768763,BUDIRAHAYU,562,DKI Jakarta,Perempuan,37,2,0,1,0,1,5252515000,1
6380,15770543,NINING FERMAI LISVA DEWI,679,DKI Jakarta,Perempuan,37,7,7426003000,1,1,0,19461798000,0
6381,15642162,M HOSIN,603,Jawa Tengah,Laki-Laki,35,1,12340769000,1,1,0,15254189000,1
6382,15714046,JAENAP AKSAN,720,Jawa Barat,Perempuan,33,3,12378391000,2,1,1,14290344000,0
6383,15575060,CHRISTINE SOLOGIA,797,DKI Jakarta,Perempuan,24,5,0,2,1,0,18225761000,0
6384,15812040,YOSHUA CHIEPUTRA,594,DKI Jakarta,Laki-Laki,36,6,15388015000,1,0,0,13543172000,0
6385,15812073,AHMAD SYAHBUDI,529,DKI Jakarta,Laki-Laki,31,7,0,2,1,1,17569787000,0
6386,15706810,ZARLISMAWATI,606,Jawa Tengah,Perempuan,32,1,10630185000,2,0,1,5906125000,0
6387,15584090,HERU SUSANTO,621,Jawa Barat,Laki-Laki,40,7,0,2,0,1,1312836000,1
6388,15810807,DEWI DIANA,513,DKI Jakarta,Perempuan,43,9,0,2,1,0,1524998000,0
6389,15582033,SAMIDJAN,753,Jawa Tengah,Laki-Laki,44,3,13807647000,1,1,0,1552309000,1
6390,15687607,HARLAND,605,DKI Jakarta,Laki-Laki,30,9,13542231000,1,0,1,18641885000,0
6391,15588406,SA'ANAH,574,Jawa Barat,Perempuan,37,7,0,2,1,0,3226228000,0
6392,15784099,EDY S GUNAWAN,726,DKI Jakarta,Laki-Laki,38,5,12687562000,1,1,0,12805229000,0
6393,15701352,HADI SETIAWAN,611,Jawa Barat,Laki-Laki,28,3,9638168000,2,1,0,18141929000,0
6394,15789371,SOEPRIHONO,593,Jawa Tengah,Laki-Laki,41,4,1197031000,2,1,1,10978329000,0
6395,15602845,DESI MULYAWATI  SE,466,Jawa Tengah,Perempuan,41,2,15210218000,2,1,0,18187956000,0
6396,15707918,NINA KURNIAWATI,741,Jawa Tengah,Perempuan,36,0,12767539000,2,1,0,7426016000,0
6397,15602812,SABAR,684,Jawa Tengah,Laki-Laki,44,2,13377686000,2,0,1,4986504000,0
6398,15675888,H ISCHAK HM,550,Jawa Barat,Laki-Laki,33,9,7278803000,1,1,1,10360806000,0
6399,15591822,YULI HARTATI,593,Jawa Barat,Perempuan,26,9,762269000,1,1,0,16756482000,0
6400,15738501,ERY SUFIYATI,601,Jawa Tengah,Perempuan,48,9,16363076000,1,0,1,4181649000,1
6401,15585907,SITI LAELA,676,Jawa Barat,Perempuan,30,5,0,2,0,0,17906658000,0
6402,15579040,TEOFILUS EKKYPUTRA HERYANTO,556,DKI Jakarta,Laki-Laki,46,10,0,2,0,0,10918424000,0
6403,15804211,AGUSTINI,719,DKI Jakarta,Perempuan,36,3,15542317000,1,1,1,19984132000,0
6404,15736126,HJ MUNAWAROH,850,Jawa Tengah,Perempuan,55,0,9871089000,1,1,1,8361717000,1
6405,15745399,MUHAMMAD FAISAL FAHREZI,649,Jawa Barat,Laki-Laki,49,2,0,1,1,0,8486385000,1
6406,15760749,RAMINAH,509,Jawa Barat,Perempuan,41,7,1266838000,1,0,1,11477553000,0
6407,15637118,MUTASHIM BILLAH,684,DKI Jakarta,Laki-Laki,33,4,14070061000,1,1,0,10355793000,0
6408,15657829,HARI SUGIARTO,806,Jawa Tengah,Laki-Laki,30,8,16807883000,1,1,0,8502836000,1
6409,15738497,JONATHAN KARIO,729,Jawa Barat,Laki-Laki,44,4,10772693000,2,1,0,15306487000,0
6410,15690695,SUWASMI,683,DKI Jakarta,Perempuan,33,9,0,2,1,1,3878442000,0
6411,15762351,MAYA INDAH SARI,689,Jawa Barat,Perempuan,63,1,0,2,1,1,18652612000,0
6412,15791172,SUSILAWATI,672,Jawa Tengah,Perempuan,21,1,3574169000,1,1,0,2878994000,0
6413,15598982,RUMHARTATI,602,Jawa Tengah,Perempuan,53,5,9826884000,1,0,1,4503829000,1
6414,15734765,HARIYANTO HASYIM,739,DKI Jakarta,Laki-Laki,20,4,13380098000,1,0,1,15024581000,0
6415,15642912,ACHMAD MURSID,618,DKI Jakarta,Laki-Laki,21,2,12568279000,1,0,0,57762000,0
6416,15769516,TINI EKA SAPUTRI SINAGA,674,DKI Jakarta,Perempuan,42,9,0,2,1,0,429272000,0
6417,15789379,MINCEWATY,762,DKI Jakarta,Perempuan,26,6,13042878000,1,1,0,17336589000,0
6418,15695103,YANCE S,790,Jawa Barat,Laki-Laki,37,6,0,2,1,1,11948401000,0
6419,15801924,ANTON S DE ORNAY,754,Jawa Barat,Laki-Laki,27,8,0,2,0,0,12182116000,0
6420,15767804,MARYANTI,729,DKI Jakarta,Perempuan,44,6,0,2,1,0,15173343000,0
6421,15718039,FRISKA ALIFTA,606,Jawa Tengah,Perempuan,47,0,1371382000,2,0,1,5378422000,0
6422,15579994,RUSMIYATI,616,DKI Jakarta,Perempuan,23,8,7311295000,1,1,1,6273305000,0
6423,15595037,M DORMA IDA SIRINGO RINGO,772,DKI Jakarta,Perempuan,47,9,15234701000,1,0,1,1767178000,0
6424,15600720,DICKY PURDIANTO,652,Jawa Barat,Laki-Laki,41,8,11514468000,1,1,0,18890543000,0
6425,15782608,MOHAMAD AMIR HAMZAH,743,DKI Jakarta,Laki-Laki,43,5,0,2,0,0,11307919000,1
6426,15566894,PUJIYATI,793,DKI Jakarta,Perempuan,39,3,13781752000,1,0,0,8399779000,0
6427,15749123,BENGET THOMSON SINAGA,743,Jawa Barat,Laki-Laki,45,7,15733226000,1,1,0,12542442000,0
6428,15668943,REIRA ASTRIA MANDYASARI,746,DKI Jakarta,Perempuan,37,2,0,2,1,0,14319405000,0
6429,15577423,TEGAR TRI BIANTORO,627,Jawa Tengah,Laki-Laki,39,5,12458693000,1,1,0,9313261000,1
6430,15623102,SULASMI,713,Jawa Barat,Perempuan,38,6,11698078000,2,0,1,7603838000,0
6431,15728012,MUHAMAD FIRMAN SAPUTRA,678,Jawa Barat,Laki-Laki,40,3,12839838000,1,1,0,1686583000,0
6432,15683363,DEBY NURUL AULIA DEVI,540,Jawa Barat,Perempuan,39,1,0,1,0,1,10841941000,0
6433,15699335,ZAINAL ABIDIN,615,Jawa Tengah,Laki-Laki,33,3,13765725000,2,1,1,17165757000,0
6434,15574369,WAHYUDI,415,Jawa Barat,Laki-Laki,53,5,16725944000,1,1,1,2235725000,0
6435,15703167,DARLINCE HERAWATI,628,DKI Jakarta,Perempuan,45,8,0,2,1,0,19390306000,0
6436,15754874,SUKAMTO,700,DKI Jakarta,Laki-Laki,26,4,11900957000,1,1,0,14192643000,0
6437,15723216,DRS SANUSI,623,Jawa Tengah,Laki-Laki,33,2,8000233000,1,1,1,10407962000,0
6438,15725094,APRI GIPRANI,623,DKI Jakarta,Perempuan,37,4,14021188000,1,1,1,9383233000,0
6439,15647974,SRI KUSWIYATI W,679,DKI Jakarta,Perempuan,44,3,11874274000,2,1,0,156891000,0
6440,15583371,INDAH  NUR  BAITI,632,Jawa Barat,Perempuan,37,1,13820708000,1,1,0,6077811000,1
